word,value,hand
scummed,14,cdemmsu
scummer,13,cemmrsu
scunged,11,cdegnsu
scunges,10,cegnssu
scunner,9,cennrsu
scupper,13,cepprsu
scurred,10,cderrsu
scurril,9,cilrrsu
scusing,10,cginssu
scutage,10,acegstu
scutate,9,acesttu
scutter,9,cersttu
scuttle,9,celsttu
scybala,14,aabclsy
scyphus,17,chpssuy
scytale,12,acelsty
scythed,16,cdehsty
scythes,15,cehssty
sdeigne,9,deegins
seagull,8,aegllsu
sealant,7,aaelnst
sealchs,12,acehlss
sealers,7,aeelrss
sealery,10,aeelrsy
sealing,8,aegilns
seamark,13,aaekmrs
seamers,9,aeemrss
seamier,9,aeeimrs
seaming,10,aegimns
seamset,9,aeemsst
seaning,8,aeginns
seaport,9,aeoprst
searced,10,acdeers
searces,9,aceerss
searing,8,aeginrs
seasick,13,aceikss
seaside,8,adeeiss
seasons,7,aenosss
seaters,7,aeersst
seating,8,aeginst
seaward,11,aadersw
seaways,13,aaesswy
seaweed,11,adeeesw
sebacic,13,abcceis
sebates,9,abeesst
sebific,14,bcefiis
sebundy,13,bdensuy
secants,9,acensst
seceded,11,cddeees
seceder,10,cdeeers
secedes,10,cdeeess
secerns,9,ceenrss
seckels,13,ceeklss
seclude,10,cdeelsu
seconal,9,acelnos
seconde,10,cdeenos
secondi,10,cdeinos
secondo,10,cdenoos
seconds,10,cdenoss
secrecy,14,cceersy
secreta,9,aceerst
secrete,9,ceeerst
secrets,9,ceersst
sectary,12,acersty
sectile,9,ceeilst
section,9,ceinost
sectors,9,ceorsst
secular,9,acelrsu
secured,10,cdeersu
securer,9,ceerrsu
secures,9,ceerssu
sedated,9,addeest
sedater,8,adeerst
sedates,8,adeesst
sedgier,9,deegirs
sedilia,8,adeiils
seduced,11,cddeesu
seducer,10,cdeersu
seduces,10,cdeessu
seeable,9,abeeels
seedbed,11,bddeees
seedbox,17,bdeeosx
seeders,8,deeerss
seedier,8,deeeirs
seedily,11,deeilsy
seeding,9,deegins
seedlip,10,deeilps
seeings,8,eeginss
seekers,11,eeekrss
seeking,12,eegikns
seeling,8,eegilns
seemers,9,eeemrss
seeming,10,eegimns
seepage,10,aeeegps
seepier,9,eeeiprs
seeping,10,eeginps
seeress,7,eeersss
seesaws,10,aeesssw
seethed,11,deeehst
seether,10,eeehrst
seethes,10,eeehsst
seggars,9,aeggrss
segment,10,eegmnst
seiches,12,ceehiss
seiling,8,egiilns
seiners,7,eeinrss
seining,8,egiinns
seising,8,egiinss
seisins,7,eiinsss
seismal,9,aeilmss
seismic,11,ceiimss
seities,7,eeiisst
seizers,16,eeirssz
seizing,17,egiinsz
seizins,16,eiinssz
seizure,16,eeirsuz
sejeant,14,aeejnst
sekoses,11,eekosss
selects,9,ceelsst
selenic,9,ceeilns
selfing,11,efgilns
selfish,13,efhilss
selfism,12,efilmss
selfist,10,efilsst
selkies,11,eeiklss
sellers,7,eellrss
selling,8,egillns
seltzer,16,eelrstz
selvage,11,aeeglsv
sematic,11,aceimst
semeion,9,eeimnos
sememes,11,eeemmss
semilog,10,egilmos
seminal,9,aeilmns
seminar,9,aeimnrs
semiped,12,deeimps
semises,9,eeimsss
semmits,11,eimmsst
semsems,11,eemmsss
senarii,7,aeiinrs
senates,7,aeensst
senator,7,aenorst
sendals,8,adelnss
senders,8,deenrss
sending,9,deginns
senecio,9,ceeinos
senegas,8,aeegnss
seniors,7,einorss
sennets,7,eennsst
sennits,7,einnsst
sensate,7,aeensst
sensile,7,eeilnss
sensing,8,eginnss
sensism,9,eimnsss
sensist,7,einssst
sensors,7,enorsss
sensory,10,enorssy
sensual,7,aelnssu
sephens,12,eehnpss
sepiost,9,eiopsst
sepiums,11,eimpssu
seppuku,15,ekppsuu
septate,9,aeepstt
septets,9,eepsstt
septime,11,eeimpst
septuor,9,eoprstu
sequela,16,aeelqsu
sequels,16,eelqssu
sequent,16,eenqstu
sequins,16,einqssu
sequoia,16,aeioqsu
serails,7,aeilrss
serangs,8,aegnrss
serapes,9,aeeprss
seraphs,12,aehprss
serdabs,10,abderss
sereins,7,eeinrss
serened,8,deeenrs
serener,7,eeenrrs
serenes,7,eeenrss
serfage,11,aeefgrs
serfdom,13,defmors
serfish,13,efhirss
serials,7,aeilrss
seriate,7,aeeirst
sericin,9,ceiinrs
seriema,9,aeeimrs
seringa,8,aeginrs
serious,7,eiorssu
sermons,9,emnorss
seroons,7,enoorss
seropus,9,eoprssu
serosae,7,aeeorss
serosas,7,aeorsss
serpent,9,eenprst
serpigo,10,egioprs
serpula,9,aelprsu
serrans,7,aenrrss
serrate,7,aeerrst
serried,8,deeirrs
serries,7,eeirrss
serring,8,eginrrs
servals,10,aelrssv
servant,10,aenrstv
servers,10,eerrssv
servery,13,eerrsvy
service,12,ceeirsv
servile,10,eeilrsv
serving,11,eginrsv
sesames,9,aeemsss
seselis,7,eeilsss
sessile,7,eeilsss
session,7,einosss
sestets,7,eessstt
sestina,7,aeinsst
sestine,7,eeinsst
setback,15,abcekst
setness,7,eenssst
settees,7,eeesstt
setters,7,eersstt
setting,8,eginstt
settled,8,deelstt
settler,7,eelrstt
settles,7,eelsstt
settlor,7,elorstt
setules,7,eelsstu
setwall,10,aellstw
seventh,13,eehnstv
seventy,13,eenstvy
several,10,aeelrsv
severed,11,deeersv
severer,10,eeerrsv
sevruga,11,aegrsuv
sewered,11,deeersw
sewings,11,eginssw
sexfoil,17,efilosx
sexiest,14,eeisstx
sexists,14,eissstx
sexless,14,eelsssx
sexpert,16,eeprstx
sexpots,16,eopsstx
sextans,14,aensstx
sextant,14,aensttx
sextets,14,eessttx
sextile,14,eeilstx
sextons,14,enosstx
sextuor,14,eorstux
sferics,12,cefirss
sfumato,12,afmostu
shabble,14,abbehls
shacked,17,acdehks
shackle,16,acehkls
shackos,16,achkoss
shadier,11,adehirs
shadily,14,adhilsy
shading,12,adghins
shadoof,14,adfhoos
shadows,14,adhossw
shadowy,17,adhoswy
shadufs,14,adfhssu
shafted,14,adefhst
shafter,13,aefhrst
shagged,13,adegghs
shaikhs,17,ahhikss
shaitan,10,aahinst
shakers,14,aehkrss
shakier,14,aehikrs
shakily,17,ahiklsy
shaking,15,aghikns
shakoes,14,aehkoss
shalier,10,aehilrs
shallon,10,ahllnos
shallop,12,ahllops
shallot,10,ahllost
shallow,13,ahllosw
shalwar,13,aahlrsw
shamans,12,aahmnss
shamble,14,abehlms
shamers,12,aehmrss
shaming,13,aghimns
shammed,15,adehmms
shammer,14,aehmmrs
shammes,14,aehmmss
shamoys,15,ahmossy
shampoo,14,ahmoops
shandry,14,adhnrsy
shanked,15,adehkns
shantey,13,aehnsty
shapely,15,aehlpsy
shapers,12,aehprss
shaping,13,aghinps
sharded,12,addehrs
sharers,10,aehrrss
sharifs,13,afhirss
sharing,11,aghinrs
sharked,15,adehkrs
sharker,14,aehkrrs
sharped,13,adehprs
sharpen,12,aehnprs
sharper,12,aehprrs
sharpie,12,aehiprs
sharply,15,ahlprsy
shashes,13,aehhsss
shaster,10,aehrsst
shastra,10,aahrsst
shatter,10,aehrstt
shavers,13,aehrssv
shavies,13,aehissv
shaving,14,aghinsv
shawing,14,aghinsw
shawled,14,adehlsw
shawlie,13,aehilsw
sheafed,14,adeefhs
sheared,11,adeehrs
shearer,10,aeehrrs
sheathe,13,aeehhst
sheaths,13,aehhsst
sheathy,16,aehhsty
sheaved,14,adeehsv
sheaves,13,aeehssv
shebang,13,abeghns
shebeen,12,beeehns
shedder,12,ddeehrs
sheened,11,deeehns
sheepos,12,eehopss
sheered,11,deeehrs
sheerer,10,eeehrrs
sheerly,13,eehlrsy
sheeted,11,deeehst
shehita,13,aehhist
sheikha,17,aehhiks
sheikhs,17,ehhikss
sheilas,10,aehilss
shekels,14,eehklss
shelfed,14,deefhls
shellac,12,acehlls
shelled,11,deehlls
sheller,10,eehllrs
shelter,10,eehlrst
sheltie,10,eehilst
shelved,14,deehlsv
shelves,13,eehlssv
sherbet,12,beehrst
shereef,13,eeefhrs
sheriff,16,effhirs
sherifs,13,efhirss
sherpas,12,aehprss
sherris,10,ehirrss
sheuchs,15,cehhssu
sheughs,14,eghhssu
shewels,13,eehlssw
shewing,14,eghinsw
shiatsu,10,ahisstu
shiatzu,19,ahistuz
shibahs,15,abhhiss
shicker,16,cehikrs
shicksa,16,achikss
shidder,12,ddehirs
shields,11,dehilss
shifted,14,defhist
shifter,13,efhirst
shikari,14,ahiikrs
shikars,14,ahikrss
shiksas,14,ahiksss
shikses,14,ehiksss
shilpit,12,hiilpst
shimmer,14,ehimmrs
shindig,12,dghiins
shiners,10,ehinrss
shingle,11,eghilns
shingly,14,ghilnsy
shinier,10,ehiinrs
shining,11,ghiinns
shinned,11,dehinns
shipful,15,fhilpsu
shiplap,14,ahilpps
shipman,14,ahimnps
shipmen,14,ehimnps
shipped,15,dehipps
shippen,14,ehinpps
shipper,14,ehipprs
shippon,14,hinopps
shippos,14,hioppss
shipway,18,ahipswy
shirked,15,dehikrs
shirker,14,ehikrrs
shirred,11,dehirrs
shirted,11,dehirst
shiting,11,ghiinst
shittah,13,ahhistt
shitted,11,dehistt
shittim,12,hiimstt
shivahs,16,ahhissv
shivers,13,ehirssv
shivery,16,ehirsvy
shivoos,13,hioossv
shivved,17,dehisvv
shmaltz,21,ahlmstz
shmocks,18,chkmoss
shmoose,12,ehmooss
shmooze,21,ehmoosz
shmucks,18,chkmssu
shoaled,11,adehlos
shocked,17,cdehkos
shocker,16,cehkors
shoders,11,dehorss
shoebox,19,behoosx
shoeing,11,eghinos
shofars,13,afhorss
shogged,13,degghos
shoggle,12,egghlos
shoggly,15,gghlosy
shoguns,11,ghnossu
shoneen,10,eehnnos
shoofly,16,fhloosy
shoogle,11,eghloos
shoogly,14,ghloosy
shooing,11,ghinoos
shooled,11,dehloos
shooter,10,ehoorst
shopful,15,fhlopsu
shophar,15,ahhoprs
shopman,14,ahmnops
shopmen,14,ehmnops
shopped,15,dehopps
shopper,14,ehopprs
shorers,10,ehorrss
shoring,11,ghinors
shorted,11,dehorst
shorten,10,ehnorst
shorter,10,ehorrst
shortie,10,ehiorst
shortly,13,hlorsty
shotgun,11,ghnostu
shotted,11,dehostt
shotten,10,ehnostt
shoughs,14,ghhossu
shouted,11,dehostu
shouter,10,ehorstu
shovels,13,ehlossv
shovers,13,ehorssv
shoving,14,ghinosv
showbiz,24,bhioswz
showers,13,ehorssw
showery,16,ehorswy
showghe,17,eghhosw
showier,13,ehiorsw
showily,16,hiloswy
showing,14,ghinosw
showman,15,ahmnosw
showmen,15,ehmnosw
shreddy,15,ddehrsy
shriech,15,cehhirs
shrieks,14,ehikrss
shrieve,13,eehirsv
shrifts,13,fhirsst
shrikes,14,ehikrss
shrills,10,hillrss
shrilly,13,hillrsy
shrimps,14,himprss
shrimpy,17,himprsy
shrinal,10,ahilnrs
shrined,11,dehinrs
shrines,10,ehinrss
shrinks,14,hiknrss
shrived,14,dehirsv
shrivel,13,ehilrsv
shriven,13,ehinrsv
shriver,13,ehirrsv
shrives,13,ehirssv
shroffs,16,ffhorss
shrouds,11,dhorssu
shroudy,14,dhorsuy
shrubby,17,bbhrsuy
shtchis,15,chhisst
shtetel,10,eehlstt
shtetls,10,ehlsstt
shticks,16,chiksst
shucked,17,cdehksu
shucker,16,cehkrsu
shudder,12,ddehrsu
shuffle,16,effhlsu
shunned,11,dehnnsu
shunner,10,ehnnrsu
shunted,11,dehnstu
shunter,10,ehnrstu
shushed,14,dehhssu
shushes,13,ehhsssu
shuting,11,ghinstu
shutter,10,ehrsttu
shuttle,10,ehlsttu
shyness,13,ehnsssy
shyster,13,ehrssty
sialoid,8,adiilos
siamang,10,aagimns
siamese,9,aeeimss
sibling,10,bgiilns
sibship,14,bhiipss
sibylic,14,bciilsy
siccity,14,cciisty
sickens,13,ceiknss
sickest,13,ceiksst
sickies,13,ceiikss
sicking,14,cgiikns
sickish,16,chiikss
sickled,14,cdeikls
sickles,13,ceiklss
sidearm,10,adeimrs
sidecar,10,acdeirs
sideman,10,adeimns
sidemen,10,deeimns
sideral,8,adeilrs
sidings,9,dgiinss
sidling,9,dgiilns
siegers,8,eegirss
sieging,9,eggiins
siemens,9,eeimnss
siennas,7,aeinnss
sierran,7,aeinrrs
sierras,7,aeirrss
siestas,7,aeissst
sievert,10,eeirstv
sieving,11,egiinsv
sifakas,14,aafikss
siffled,14,deffils
siffles,13,effilss
sifters,10,efirsst
sifting,11,fgiinst
sighers,11,eghirss
sighful,14,fghilsu
sighing,12,gghiins
sighted,12,deghist
sighter,11,eghirst
sightly,14,ghilsty
sigmate,10,aegimst
sigmoid,11,dgiimos
signage,9,aeggins
signals,8,agilnss
signary,11,aginrsy
signers,8,eginrss
signets,8,eginsst
signeur,8,eginrsu
signify,14,fgiinsy
signing,9,ggiinns
signora,8,aginors
signore,8,eginors
signori,8,giinors
signors,8,ginorss
signory,11,ginorsy
silaged,9,adegils
silages,8,aegilss
silence,9,ceeilns
silenes,7,eeilnss
silenus,7,eilnssu
silesia,7,aeiilss
silicic,11,cciiils
silicle,9,ceiills
silicon,9,ciilnos
siliqua,16,aiilqsu
silique,16,eiilqsu
silkens,11,eiklnss
silkier,11,eiiklrs
silkies,11,eiiklss
silkily,14,iikllsy
silking,12,giiklns
sillers,7,eillrss
sillier,7,eiillrs
sillies,7,eiillss
sillily,10,iilllsy
sillock,13,cikllos
siloing,8,giilnos
silphia,12,ahiilps
siltier,7,eiilrst
silting,8,giilnst
silurid,8,diilrsu
silvans,10,ailnssv
silvern,10,eilnrsv
silvers,10,eilrssv
silvery,13,eilrsvy
simians,9,aiimnss
similar,9,aiilmrs
similes,9,eiilmss
similor,9,iilmors
simious,9,iimossu
simitar,9,aiimrst
simkins,13,iikmnss
simmers,11,eimmrss
simnels,9,eilmnss
simooms,11,immooss
simoons,9,imnooss
simorgs,10,gimorss
simpais,11,aiimpss
simpers,11,eimprss
simpled,12,deilmps
simpler,11,eilmprs
simples,11,eilmpss
simplex,18,eilmpsx
simular,9,ailmrsu
simurgh,13,ghimrsu
simurgs,10,gimrssu
sincere,9,ceeinrs
sinding,9,dgiinns
sindons,8,dinnoss
sinewed,11,deeinsw
singers,8,eginrss
singing,9,ggiinns
singled,9,degilns
singles,8,egilnss
singlet,8,egilnst
singult,8,gilnstu
sinical,9,aciilns
sinkage,12,aegikns
sinkers,11,eiknrss
sinking,12,giiknns
sinless,7,eilnsss
sinners,7,einnrss
sinnets,7,einnsst
sinning,8,giinnns
sinopia,9,aiinops
sinsyne,10,einnssy
sinters,7,einrsst
sinuate,7,aeinstu
sinuose,7,einossu
sinuous,7,inossuu
sinuses,7,einsssu
siphons,12,hinopss
sippers,11,eipprss
sippets,11,eippsst
sipping,12,giinpps
sippled,12,deilpps
sipples,11,eilppss
sircars,9,acirrss
sirdars,8,adirrss
sirenes,7,eeinrss
sirenic,9,ceiinrs
sirgang,9,agginrs
sirkars,11,aikrrss
sirloin,7,iilnors
sirocco,11,ccioors
sirrahs,10,ahirrss
sirring,8,giinrrs
siruped,10,deiprsu
siskins,11,iiknsss
sissier,7,eiirsss
sissies,7,eiissss
sissoos,7,ioossss
sisters,7,eirssst
sisting,8,giinsst
sistrum,9,imrsstu
sitcoms,11,cimosst
sitdown,11,dinostw
sitfast,10,afisstt
sithens,10,ehinsst
sitreps,9,eiprsst
sitters,7,eirsstt
sittine,7,eiinstt
sitting,8,giinstt
situate,7,aeisttu
situlae,7,aeilstu
sixaine,14,aeiinsx
sixains,14,aiinssx
sixfold,18,dfilosx
sixteen,14,eeinstx
sixthly,20,hilstxy
sixties,14,eiisstx
sizable,18,abeilsz
sizings,17,giinssz
sizzled,26,deilszz
sizzler,25,eilrszz
sizzles,25,eilsszz
sjambok,22,abjkmos
skailed,12,adeikls
skaldic,14,acdikls
skanked,16,adekkns
skaters,11,aekrsst
skating,12,agiknst
skatole,11,aeklost
skeeter,11,eeekrst
skegger,13,eeggkrs
skelder,12,deeklrs
skellum,13,ekllmsu
skelped,14,deeklps
skelter,11,eeklrst
skepful,16,efklpsu
skepped,16,deekpps
skepses,13,eekpsss
skepsis,13,eikpsss
skeptic,15,ceikpst
skerred,12,deekrrs
sketchy,19,cehksty
skewers,14,eekrssw
skewing,15,egiknsw
skiable,13,abeikls
skidded,14,dddeiks
skidder,13,ddeikrs
skidlid,13,ddiikls
skidoos,12,dikooss
skidpan,14,adiknps
skiffed,18,deffiks
skiffle,17,effikls
skiings,12,giiknss
skilful,14,fikllsu
skilled,12,deiklls
skillet,11,eikllst
skimmed,16,deikmms
skimmer,15,eikmmrs
skimmia,15,aiikmms
skimped,16,deikmps
skinful,14,fiklnsu
skinked,16,deikkns
skinker,15,eikknrs
skinned,12,deiknns
skinner,11,eiknnrs
skipped,16,deikpps
skipper,15,eikpprs
skippet,15,eikppst
skirled,12,deiklrs
skirred,12,deikrrs
skirret,11,eikrrst
skirted,12,deikrst
skirter,11,eikrrst
skiting,12,giiknst
skitter,11,eikrstt
skittle,11,eiklstt
skivers,14,eikrssv
skiving,15,giiknsv
sklated,12,adeklst
sklates,11,aeklsst
sklents,11,eklnsst
skolion,11,iklnoos
skollie,11,eikllos
skreigh,15,eghikrs
skulked,16,dekklsu
skulker,15,ekklrsu
skyborn,16,bknorsy
skyclad,17,acdklsy
skydive,18,deiksvy
skyhook,21,hkkoosy
skyjack,27,acjkksy
skylark,18,akklrsy
skyline,14,eiklnsy
skyring,15,giknrsy
skysail,14,aiklssy
skyward,18,adkrswy
skywave,20,aeksvwy
skyways,20,aksswyy
slabbed,12,abbdels
slabber,11,abbelrs
slacked,14,acdekls
slacken,13,aceklns
slacker,13,aceklrs
slackly,16,ackllsy
sladang,9,aadglns
slagged,10,adeggls
slaking,12,agiklns
slaloms,9,allmoss
slammed,12,adelmms
slammer,11,aelmmrs
slander,8,adelnrs
slanged,9,adeglns
slanted,8,adelnst
slantly,10,allnsty
slapped,12,adelpps
slapper,11,aelpprs
slashed,11,adehlss
slasher,10,aehlrss
slashes,10,aehlsss
slaters,7,aelrsst
slather,10,aehlrst
slatier,7,aeilrst
slating,8,agilnst
slatted,8,adelstt
slatter,7,aelrstt
slavers,10,aelrssv
slavery,13,aelrsvy
slaveys,13,aelssvy
slaving,11,agilnsv
slavish,13,ahilssv
slayers,10,aelrssy
slaying,11,agilnsy
sleaved,11,adeelsv
sleaves,10,aeelssv
sleazes,16,aeelssz
sledded,10,dddeels
sledged,10,ddeegls
sledger,9,deeglrs
sledges,9,deeglss
sleechy,15,ceehlsy
sleeked,12,deeekls
sleeken,11,eeeklns
sleeker,11,eeeklrs
sleekit,11,eeiklst
sleekly,14,eekllsy
sleeper,9,eeelprs
sleepry,12,eelprsy
sleeted,8,deeelst
sleeved,11,deeelsv
sleever,10,eeelrsv
sleeves,10,eeelssv
sleighs,11,eghilss
sleight,11,eghilst
slender,8,deelnrs
slenter,7,eelnrst
sleuths,10,ehlsstu
slewing,11,egilnsw
slicers,9,ceilrss
slicing,10,cgiilns
slicked,14,cdeikls
slicken,13,ceiklns
slicker,13,ceiklrs
slickly,16,cikllsy
slidden,9,ddeilns
slidder,9,ddeilrs
sliders,8,deilrss
sliding,9,dgiilns
slights,11,ghilsst
slimier,9,eiilmrs
slimily,12,iillmsy
sliming,10,giilmns
slimmed,12,deilmms
slimmer,11,eilmmrs
slinger,8,egilnrs
slinker,11,eiklnrs
slinter,7,eilnrst
slipped,12,deilpps
slipper,11,eilpprs
slipway,15,ailpswy
slither,10,ehilrst
slitter,7,eilrstt
slivers,10,eilrssv
sliving,11,giilnsv
slobber,11,bbelors
slocken,13,ceklnos
slogans,8,aglnoss
slogged,10,degglos
slogger,9,egglors
sloomed,10,delmoos
sloping,10,gilnops
slopped,12,delopps
sloshed,11,dehloss
sloshes,10,ehlosss
slothed,11,dehlost
slotted,8,delostt
slotter,7,elorstt
slouchy,15,chlosuy
sloughs,11,ghlossu
sloughy,14,ghlosuy
slovens,10,elnossv
slowest,10,elosstw
slowing,11,gilnosw
slowish,13,hilossw
slubbed,12,bbdelsu
slubber,11,bbelrsu
sludges,9,deglssu
slueing,8,egilnsu
slugged,10,degglsu
slugger,9,egglrsu
sluiced,10,cdeilsu
sluices,9,ceilssu
slumber,11,belmrsu
slummed,12,delmmsu
slummer,11,elmmrsu
slumped,12,delmpsu
slurped,10,delprsu
slurred,8,delrrsu
slushed,11,dehlssu
slushes,10,ehlsssu
slusing,8,gilnssu
slyness,10,elnsssy
smacked,16,acdekms
smacker,15,acekmrs
smalled,10,adellms
smaller,9,aellmrs
smalmed,12,adelmms
smaltos,9,almosst
smaragd,11,aadgmrs
smarmed,12,ademmrs
smarted,10,ademrst
smarten,9,aemnrst
smarter,9,aemrrst
smartie,9,aeimrst
smartly,12,almrsty
smashed,13,adehmss
smasher,12,aehmrss
smashes,12,aehmsss
smatter,9,aemrstt
smeared,10,adeemrs
smectic,13,cceimst
smeddum,13,ddemmsu
smeeked,14,deeekms
smegmas,12,aegmmss
smelled,10,deellms
smeller,9,eellmrs
smelted,10,deelmst
smelter,9,eelmrst
smicker,15,ceikmrs
smicket,15,ceikmst
smidgen,11,degimns
smidgin,11,dgiimns
smilers,9,eilmrss
smileys,12,eilmssy
smiling,10,giilmns
smirked,14,deikmrs
smirred,10,deimrrs
smiters,9,eimrsst
smithed,13,dehimst
smiting,10,giimnst
smitten,9,eimnstt
smittle,9,eilmstt
smocked,16,cdekmos
smokeho,16,ehkmoos
smokers,13,ekmorss
smokier,13,eikmors
smokies,13,eikmoss
smokily,16,iklmosy
smoking,14,gikmnos
smolder,10,delmors
smoodge,11,degmoos
smooged,11,degmoos
smooges,10,egmooss
smooted,10,demoost
smoothe,12,ehmoost
smooths,12,hmoosst
smoring,10,gimnors
smother,12,ehmorst
smouser,9,emorssu
smouted,10,demostu
smudged,12,ddegmsu
smudger,11,degmrsu
smudges,11,degmssu
smugged,12,deggmsu
smugger,11,eggmrsu
smuggle,11,egglmsu
smurred,10,demrrsu
smutted,10,demsttu
smytrie,12,eimrsty
snabble,11,abbelns
snacked,14,acdekns
snaffle,13,aefflns
snagged,10,adeggns
snailed,8,adeilns
snakier,11,aeiknrs
snakily,14,aiklnsy
snaking,12,agiknns
snakish,14,ahiknss
snapped,12,adenpps
snapper,11,aenpprs
snarers,7,aenrrss
snaring,8,aginnrs
snarled,8,adelnrs
snarler,7,aelnrrs
snashed,11,adehnss
snashes,10,aehnsss
snastes,7,aenssst
snatchy,15,achnsty
snathes,10,aehnsst
sneaked,12,adeekns
sneaker,11,aeeknrs
sneaped,10,adeenps
sneaths,10,aehnsst
snebbed,12,bbdeens
snecked,14,cdeekns
snedded,10,dddeens
sneeing,8,eeginns
sneered,8,deeenrs
sneerer,7,eeenrrs
sneezed,17,deeensz
sneezer,16,eeenrsz
sneezes,16,eeenssz
snelled,8,deellns
sneller,7,eellnrs
snibbed,12,bbdeins
snicked,14,cdeikns
snicker,13,ceiknrs
snicket,13,ceiknst
snidely,11,deilnsy
snidest,8,deinsst
sniffed,14,deffins
sniffer,13,effinrs
sniffle,13,effilns
snifted,11,definst
snifter,10,efinrst
snigged,10,deggins
snigger,9,egginrs
sniggle,9,eggilns
snipers,9,einprss
sniping,10,giinnps
snipped,12,deinpps
snipper,11,einpprs
snippet,11,einppst
snirtle,7,eilnrst
snivels,10,eilnssv
snodded,10,dddenos
snoddit,9,ddinost
snogged,10,deggnos
snoking,12,giknnos
snooded,9,ddenoos
snooked,12,deknoos
snooker,11,eknoors
snooled,8,delnoos
snooped,10,denoops
snooper,9,enooprs
snooted,8,denoost
snoozed,17,denoosz
snoozer,16,enoorsz
snoozes,16,enoossz
snoozle,16,elnoosz
snorers,7,enorrss
snoring,8,ginnors
snorkel,11,eklnors
snorted,8,denorst
snorter,7,enorrst
snotted,8,denostt
snotter,7,enorstt
snouted,8,denostu
snowcap,14,acnopsw
snowier,10,einorsw
snowily,13,ilnoswy
snowing,11,ginnosw
snowish,13,hinossw
snowked,15,deknosw
snowman,12,amnnosw
snowmen,12,emnnosw
snubbed,12,bbdensu
snubber,11,bbenrsu
snudged,10,ddegnsu
snudges,9,degnssu
snuffed,14,deffnsu
snuffer,13,effnrsu
snuffle,13,efflnsu
snuffly,16,fflnsuy
snugged,10,deggnsu
snugger,9,eggnrsu
snuggle,9,egglnsu
snuzzle,25,elnsuzz
soakage,12,aaegkos
soakers,11,aekorss
soaking,12,agiknos
soapbox,18,aboopsx
soapers,9,aeoprss
soapier,9,aeioprs
soapily,12,ailopsy
soaping,10,aginops
soarers,7,aeorrss
soaring,8,aginors
sobbing,12,bbginos
sobered,10,bdeeors
soberer,9,beeorrs
soberly,12,belorsy
soboles,9,belooss
socager,10,acegors
socages,10,acegoss
soccage,12,accegos
socials,9,aciloss
sociate,9,aceiost
society,12,ceiosty
sockets,13,cekosst
sockeye,16,ceekosy
socking,14,cgiknos
soddens,9,ddenoss
sodding,10,ddginos
sodgers,9,degorss
soffits,13,ffiosst
softens,10,efnosst
softest,10,efosstt
softies,10,efiosst
softish,13,fhiosst
sogered,9,deegors
soggier,9,eggiors
soggily,12,ggilosy
sogging,10,ggginos
soilage,8,aegilos
soiling,8,giilnos
soilure,7,eilorsu
sojourn,14,jnoorsu
sokeman,13,aekmnos
sokemen,13,eekmnos
solaced,10,acdelos
solaces,9,aceloss
solanos,7,alnooss
solanum,9,almnosu
solaria,7,aailors
solatia,7,aailost
soldado,9,addloos
soldans,8,adlnoss
solders,8,delorss
soldier,8,deilors
solicit,9,ciilost
solider,8,deilors
solidly,11,dillosy
solidum,10,dilmosu
solidus,8,dilossu
solions,7,ilnooss
soliped,10,deilops
soliton,7,ilnoost
sollars,7,allorss
soloing,8,gilnoos
soloist,7,iloosst
soluble,9,bellosu
solutes,7,elosstu
solvate,10,aelostv
solvent,10,elnostv
solvers,10,elorssv
solving,11,gilnosv
somatic,11,acimost
sombred,12,bdemors
someday,13,ademosy
somehow,15,ehmoosw
someone,9,eemnoos
someway,15,aemoswy
somewhy,18,ehmoswy
somital,9,ailmost
somites,9,eimosst
somitic,11,ciimost
somnial,9,ailmnos
sonance,9,acennos
sonancy,12,acnnosy
sonants,7,annosst
sonatas,7,aanosst
sondage,9,adegnos
sondeli,8,deilnos
songful,11,fglnosu
songman,10,agmnnos
sonless,7,elnosss
sonnets,7,ennosst
sonnies,7,einnoss
sonship,12,hinopss
sonsier,7,einorss
sontags,8,agnosst
soogeed,9,deegoos
soogees,8,eegooss
soogied,9,degioos
soogies,8,egiooss
soojeys,17,ejoossy
sooling,8,gilnoos
soonest,7,enoosst
soothed,11,dehoost
soother,10,ehoorst
soothes,10,ehoosst
soothly,13,hloosty
sootier,7,eioorst
sootily,10,iloosty
sooting,8,ginoost
sophism,14,himopss
sophist,12,hiopsst
sopited,10,deiopst
sopites,9,eiopsst
soppier,11,eiopprs
soppily,14,iloppsy
sopping,12,ginopps
soprani,9,ainoprs
soprano,9,anooprs
sorages,8,aegorss
sorbate,9,abeorst
sorbent,9,benorst
sorbets,9,beorsst
sorbing,10,bginors
sorbite,9,beiorst
sorcery,12,ceorrsy
sordine,8,deinors
sordini,8,diinors
sordino,8,dinoors
soredia,8,adeiors
sorehon,10,ehnoors
sorexes,14,eeorssx
sorghos,11,ghoorss
sorghum,13,ghmorsu
sorites,7,eiorsst
soritic,9,ciiorst
sorners,7,enorrss
sorning,8,ginnors
soroban,9,abnoors
soroche,12,cehoors
sororal,7,aloorrs
soroses,7,eoorsss
sorosis,7,ioorsss
sorrels,7,elorrss
sorrier,7,eiorrrs
sorries,7,eiorrss
sorrily,10,ilorrsy
sorrows,10,oorrssw
sorters,7,eorrsst
sortied,8,deiorst
sorties,7,eiorsst
sorting,8,ginorst
sossing,8,ginosss
sottish,10,hiosstt
