word,value
sparagrass,13
sparaxis,17
spare,7
spared,9
spareless,11
sparely,12
spareness,11
sparer,8
sparers,9
spares,8
sparest,9
sparganium,15
sparge,9
sparged,11
sparger,10
spargers,11
sparges,10
sparging,12
sparid,9
sparids,10
sparing,10
sparingly,15
spark,11
sparked,14
sparking,15
sparkish,17
sparkishly,22
sparkle,13
sparkled,15
sparkler,14
sparklers,15
sparkles,14
sparkless,15
sparklet,14
sparklets,15
sparkling,16
sparklings,17
sparkly,16
sparks,12
sparky,15
sparling,11
sparlings,12
sparoid,10
sparoids,11
sparred,10
sparrer,9
sparrers,10
sparrier,10
sparriest,11
sparring,11
sparrings,12
sparrow,12
sparrows,13
sparry,11
spars,7
sparse,8
sparsedly,15
sparsely,13
sparseness,12
sparser,9
sparsest,10
sparsity,13
spart,7
spartanly,14
sparteine,11
sparterie,11
sparth,11
sparths,12
sparts,8
spas,6
spasm,9
spasmatic,15
spasmic,13
spasmodic,16
spasmodist,15
spasms,10
spastic,11
spasticity,17
spastics,12
spat,6
spatangoid,14
spatchcock,25
spate,7
spates,8
spathe,11
spathed,13
spathes,12
spathic,14
spathose,13
spathulate,15
spatial,9
spatiality,15
spatially,14
spats,7
spatted,10
spattee,9
spattees,10
spatter,9
spattered,12
spattering,13
spatters,10
spatting,11
spatula,9
spatular,10
spatulas,10
spatulate,11
spatule,9
spatules,10
spauld,9
spaulds,10
spavie,11
spavin,11
spavined,14
spawl,10
spawled,13
spawling,14
spawls,11
spawn,10
spawned,13
spawner,12
spawners,13
spawning,14
spawnings,15
spawns,11
spawny,14
spay,9
spayad,12
spayed,12
spaying,13
spays,10
speak,11
speakable,17
speaker,13
speakerine,16
speakers,14
speaking,15
speakingly,20
speakings,16
speaks,12
speal,7
spean,7
speaned,10
speaning,11
speans,8
spear,7
speared,10
spearfish,17
spearhead,15
spearheads,16
spearing,11
spearman,12
spearmen,12
spearmint,13
spearmints,14
spears,8
spearwort,14
spearworts,15
speary,11
spec,8
special,11
specialise,14
specialism,16
specialist,14
speciality,17
specialize,23
specially,16
specials,12
specialty,16
speciate,12
speciated,14
speciates,13
speciating,15
speciation,14
specie,10
species,11
speciesism,16
specific,17
specifical,19
specifics,18
specified,17
specifier,16
specifiers,17
specifies,16
specify,17
specifying,21
specimen,14
specimens,15
speciosity,17
specious,12
speciously,17
speck,13
specked,16
specking,17
speckle,15
speckled,17
speckles,16
speckless,17
speckling,18
specks,14
specky,17
specs,9
spectacle,15
spectacled,17
spectacles,16
spectate,12
spectated,14
spectates,13
spectating,15
spectator,13
spectators,14
spectatrix,21
specter,11
specters,12
spectra,11
spectral,12
spectrally,17
spectre,11
spectres,12
spectrum,14
specula,11
specular,12
speculate,13
speculated,15
speculates,14
speculator,14
speculum,14
sped,7
speech,13
speeched,16
speeches,15
speechful,19
speechify,22
speeching,17
speechless,17
speed,8
speeded,11
speeder,10
speeders,11
speedful,14
speedfully,19
speedier,11
speediest,12
speedily,14
speediness,13
speeding,12
speedings,13
speedless,12
speedo,9
speedos,10
speeds,9
speedster,12
speedsters,13
speedway,17
speedways,18
speedwell,15
speedwells,16
speedy,12
speel,7
speeled,10
speeling,11
speels,8
speer,7
speered,10
speering,11
speerings,12
speers,8
speir,7
speired,10
speiring,11
speirings,12
speirs,8
speiss,8
speisses,10
spek,10
spekboom,18
spekbooms,19
spelaean,10
speld,8
spelded,11
spelder,10
speldered,13
speldering,14
spelders,11
speldin,10
spelding,12
speldings,13
speldins,11
speldrin,11
speldring,13
speldrings,14
speldrins,12
spelds,9
spelean,9
speleology,16
spelk,11
spelks,12
spell,7
spellable,13
spellbind,14
spellbinds,15
spellbound,15
spellcheck,23
spelldown,15
spelldowns,16
spelled,10
speller,9
spellers,10
spellful,13
spellican,13
spellicans,14
spelling,11
spellingly,16
spellings,12
spells,8
spelt,7
spelter,9
spelunker,15
spelunkers,16
spelunking,17
spence,10
spencer,11
spencers,12
spences,11
spend,8
spendable,14
spendall,11
spendalls,12
spender,10
spenders,11
spending,12
spendings,13
spends,9
spent,7
speos,7
speoses,9
sperling,11
sperlings,12
sperm,9
spermaceti,16
spermaduct,17
spermaria,13
spermaries,14
spermarium,16
spermary,15
spermatia,13
spermatic,15
spermatics,16
spermatid,14
spermatids,15
spermatist,14
spermatium,16
spermic,13
spermicide,17
spermiduct,17
spermogone,15
spermous,12
sperms,10
sperrylite,15
sperse,8
spersed,10
sperses,9
spersing,11
sperst,8
spet,6
spetch,13
spetches,15
spew,9
spewed,12
spewer,11
spewers,12
spewiness,14
spewing,13
spews,10
spewy,13
sphacelate,17
sphacelus,16
sphaeridia,16
sphaerite,14
sphaerites,15
sphagnous,15
sphalerite,15
sphendone,15
sphendones,16
sphene,11
sphenic,14
sphenodon,15
sphenodons,16
sphenogram,18
sphenoid,14
sphenoidal,16
sphenoids,15
spheral,12
sphere,11
sphered,13
sphereless,15
spheres,12
spheric,14
spherical,16
sphericity,20
spherics,15
spherier,13
spheriest,14
sphering,14
spheroid,14
spheroidal,16
spheroids,15
spherular,14
spherule,13
spherules,14
spherulite,15
sphery,14
sphincter,16
sphincters,17
sphinges,14
sphingid,15
sphingids,16
sphinx,18
sphinxes,20
sphinxlike,26
sphygmic,21
sphygmoid,21
sphygmus,19
sphygmuses,21
spial,7
spic,8
spica,9
spicae,10
spicas,10
spicate,11
spicated,13
spiccato,14
spiccatos,15
spice,9
spiceberry,19
spiced,11
spicer,10
spiceries,13
spicers,11
spicery,14
spices,10
spicier,11
spiciest,12
spicilege,14
spicileges,15
spicily,14
spiciness,13
spicing,12
spick,13
spicknel,16
spicks,14
spics,9
spicula,11
spicular,12
spiculas,12
spiculate,13
spicule,11
spicules,12
spiculum,14
spicy,12
spider,9
spiderman,14
spidermen,14
spiders,10
spidery,13
spied,8
spiel,7
spieled,10
spieler,9
spielers,10
spieling,11
spiels,8
spies,7
spiff,13
spiffier,16
spiffiest,17
spiffing,17
spiffy,17
spiflicate,17
spignel,10
spignels,11
spigot,9
spigots,10
spik,10
spike,11
spiked,13
spikelet,14
spikelets,15
spikenard,16
spikenards,17
spikes,12
spikier,13
spikiest,14
spikily,16
spikiness,15
spiking,14
spiks,11
spiky,14
spile,7
spiled,9
spiles,8
spilikin,14
spilikins,15
spiling,10
spilings,11
spilite,9
spilitic,12
spill,7
spillage,11
spillages,12
spilled,10
spiller,9
spillers,10
spillikin,15
spillikins,16
spilling,11
spillings,12
spillover,14
spillovers,15
spills,8
spillway,16
spillways,17
spilosite,11
spilt,7
spilth,11
spin,6
spina,7
spinaceous,14
spinach,14
spinaches,16
spinage,10
spinages,11
spinal,8
spinas,8
spinate,9
spindle,10
spindled,12
spindles,11
spindlier,12
spindliest,13
spindling,13
spindlings,14
spindly,13
spindrift,15
spine,7
spined,9
spinel,8
spineless,11
spinels,9
spines,8
spinescent,14
spinet,8
spinets,9
spinier,9
spiniest,10
spinifex,20
spinifexes,22
spiniform,16
spinigrade,14
spininess,11
spink,11
spinks,12
spinnaker,15
spinnakers,16
spinner,9
spinneret,11
spinnerets,12
spinneries,12
spinners,10
spinnerule,12
spinnery,13
spinney,12
spinneys,13
spinnies,10
spinning,11
spinnings,12
spinny,11
spinode,10
spinodes,11
spinose,9
spinosity,14
spinous,9
spinout,9
spinouts,10
spins,7
spinster,10
spinsterly,15
spinsters,11
spinstress,12
spintext,17
spintexts,18
spinulate,11
spinule,9
spinules,10
spinulose,11
spinulous,11
spiny,10
spiracle,12
spiracles,13
spiracula,13
spiracular,14
spiraculum,16
spiraea,9
spiraeas,10
spiral,8
spiralism,13
spirality,14
spiralled,12
spiralling,13
spirally,13
spirals,9
spirant,9
spirants,10
spiraster,11
spirasters,12
spirated,11
spiration,11
spirations,12
spire,7
spirea,8
spireas,9
spired,9
spireless,11
spireme,11
spiremes,12
spires,8
spirewise,14
spirilla,10
spirillar,11
spirillum,13
spiring,10
spirit,8
spirited,11
spiritedly,16
spiritful,14
spiriting,12
spiritings,13
spiritism,13
spiritist,11
spiritists,12
spiritless,12
spiritoso,11
spiritous,11
spirits,9
spiritual,11
spirituals,12
spirituel,11
spirituous,12
spiritus,10
spirituses,12
spirity,12
spirling,11
spirogram,14
spirograph,18
spiroid,10
spirometer,14
spirometry,17
spirt,7
spirted,10
spirting,11
spirtle,9
spirtles,10
spirts,8
spiry,10
spissitude,13
spit,6
spital,8
spitals,9
spitchcock,25
spite,7
spited,9
spiteful,13
spitefully,18
spites,8
spitfire,13
spitfires,14
spiting,10
spits,7
spitted,10
spitten,9
spitter,9
spitters,10
spitting,11
spittings,12
spittle,9
spittlebug,15
spittles,10
spittoon,10
spittoons,11
spitz,16
spitzes,18
spiv,9
spivs,10
spivvy,17
splanchnic,19
splash,11
splashdown,19
splashed,14
splasher,13
splashers,14
splashes,13
splashier,14
splashiest,15
splashily,17
splashing,15
splashings,16
splashy,15
splat,7
splatch,14
splatched,17
splatches,16
splatching,18
splats,8
splatter,10
splattered,13
splatters,11
splay,10
splayed,13
splaying,14
splays,11
spleen,8
spleenful,14
spleenish,14
spleenless,12
spleens,9
spleeny,12
splenative,15
splendent,12
splendid,12
splendidly,17
splendor,11
splendors,12
splendour,12
splendours,13
splendrous,13
splenetic,13
splenetics,14
splenial,10
splenic,11
splenitis,11
splenium,12
spleniums,13
splenius,10
spleniuses,12
splent,8
splented,11
splenting,12
splents,9
spleuchan,16
spleuchans,17
splice,10
spliced,12
splicer,11
splicers,12
splices,11
splicing,13
spliff,14
spliffs,15
spline,8
splined,10
splines,9
splining,11
splint,8
splinted,11
splinter,10
splintered,13
splinters,11
splintery,14
splinting,12
splints,9
splintwood,16
split,7
splits,8
splitter,10
splitters,11
splitting,12
splodge,11
splodged,13
splodges,12
splodging,14
splodgy,14
splore,8
splores,9
splosh,11
sploshed,14
sploshes,13
sploshing,15
splotch,14
splotched,17
splotches,16
splotchier,17
splotchily,20
splotching,18
splotchy,18
splurge,10
splurged,12
splurges,11
splurgier,12
splurgiest,13
splurging,13
splurgy,13
splutter,10
spluttered,13
splutterer,12
splutters,11
spluttery,14
spode,8
spodium,12
spodomancy,20
spodumene,14
spoffish,19
spoffy,17
spoil,7
spoilage,11
spoilbank,17
spoiled,10
spoiler,9
spoilers,10
spoilful,13
spoiling,11
spoils,8
spoilsman,13
spoilsmen,13
spoilt,8
spoke,11
spoken,12
spokes,12
spokeshave,22
spokesman,17
spokesmen,17
spokewise,18
spoliate,10
spoliated,12
spoliates,11
spoliating,13
spoliation,12
spoliative,15
spoliator,11
spoliators,12
spoliatory,15
spondaic,13
spondaical,15
spondee,10
spondees,11
spondulix,19
spondyl,13
spondylous,16
spondyls,14
sponge,9
sponged,11
spongeous,12
sponger,10
spongers,11
sponges,10
spongeware,16
spongewood,17
spongier,11
spongiest,12
spongiform,18
spongily,14
spongin,10
sponginess,13
sponging,12
spongiose,12
spongious,12
spongoid,12
spongology,17
spongy,12
sponsal,9
sponsalia,11
sponsible,13
sponsing,11
sponsings,12
sponsion,10
sponsional,12
sponsions,11
sponson,9
sponsons,10
sponsor,9
sponsored,12
sponsorial,12
sponsoring,13
sponsors,10
spontoon,10
spontoons,11
spoof,10
spoofed,13
spoofer,12
spoofers,13
spoofery,16
spoofing,14
spoofs,11
spook,11
spooked,14
spookery,17
spookier,14
spookiest,15
spookily,17
spookiness,16
spooking,15
spookish,17
spooks,12
spooky,15
spool,7
spooled,10
spooler,9
spoolers,10
spooling,11
spools,8
spoom,9
spoomed,12
spooming,13
spooms,10
spoon,7
spoonbill,13
spoonbills,14
spoondrift,16
spooned,10
spoonerism,14
spooney,12
spooneys,13
spoonful,13
spoonfuls,14
spoonier,10
spoonies,10
spooniest,11
spoonily,13
spooning,11
spoonmeat,13
spoonmeats,14
spoons,8
spoonways,17
spoonwise,14
spoony,11
spoor,7
spoored,10
spoorer,9
spoorers,10
spooring,11
spoors,8
spoot,7
sporadic,13
sporadical,15
sporangia,12
sporangial,13
sporangium,15
spore,7
spores,8
sporidesm,14
sporidesms,15
sporidia,11
sporidial,12
sporidium,14
sporocarp,15
sporocarps,16
sporocyst,16
sporocysts,17
sporogeny,15
sporogonia,13
sporophore,17
sporophyll,20
sporophyte,20
sporozoan,20
sporozoite,21
sporran,9
sporrans,10
sport,7
sportable,13
sportance,13
sportances,14
sported,10
sporter,9
sporters,10
sportful,13
sportfully,18
sportier,10
sportiest,11
sportily,13
sportiness,12
sporting,11
sportingly,16
sportive,13
sportively,18
sportless,11
sports,8
sportscast,14
sportsman,13
sportsmen,13
sportswear,15
sporty,11
sporular,10
sporulate,11
sporulated,13
sporulates,12
sporule,9
sporules,10
sposh,10
sposhy,14
spot,6
spotless,10
spotlessly,15
spotlight,15
spotlights,16
spotlit,9
spots,7
spotted,10
spotter,9
spotters,10
spottier,10
spottiest,11
spottily,13
spottiness,12
spotting,11
spottings,12
spotty,11
spousage,11
spousages,12
spousal,9
spousals,10
spouse,8
spouseless,12
spouses,9
spout,7
spouted,10
spouter,9
spouters,10
spouting,11
spoutless,11
spouts,8
spouty,11
sprack,14
sprackle,16
sprackled,18
sprackles,17
sprackling,19
sprad,8
sprag,8
spragged,13
spragging,14
sprags,9
sprain,8
sprained,11
spraining,12
sprains,9
spraint,9
spraints,10
sprang,9
sprangle,11
sprangled,13
sprangles,12
sprangling,14
sprat,7
sprats,8
sprattle,10
sprattled,12
sprattles,11
sprattling,13
sprauchle,16
sprauchled,18
sprauchles,17
sprauncier,14
sprauncy,15
sprawl,11
sprawled,14
sprawler,13
sprawlers,14
sprawlier,14
sprawliest,15
sprawling,15
sprawls,12
sprawly,15
spray,10
sprayed,13
sprayer,12
sprayers,13
sprayey,15
spraying,14
sprays,11
spread,9
spreader,11
spreaders,12
spreading,13
spreadings,14
spreads,10
spreagh,13
spreaghery,19
spreaghs,14
spreathe,13
spreathed,15
spreathes,14
spreathing,16
spree,7
spreed,9
spreeing,11
sprees,8
sprent,8
sprew,10
sprig,8
sprigged,13
spriggier,13
spriggiest,14
sprigging,14
spriggy,14
spright,13
sprighted,16
sprightful,19
sprighting,17
sprightly,18
sprights,14
sprigs,9
spring,9
springal,11
springald,13
springalds,14
springals,12
springbok,18
springboks,19
springbuck,21
springe,10
springed,12
springer,11
springers,12
springes,11
springhead,17
springier,12
springiest,13
springily,15
springing,13
springings,14
springle,11
springles,12
springless,13
springlet,12
springlets,13
springlike,17
springs,10
springtail,13
springtide,14
springtime,15
springwood,17
springwort,16
springy,13
sprinkle,14
sprinkled,16
sprinkler,15
sprinklers,16
sprinkles,15
sprinkling,17
sprint,8
sprinted,11
sprinter,10
sprinters,11
sprinting,12
sprintings,13
sprints,9
sprit,7
sprite,8
sprites,9
sprits,8
spritsail,11
spritsails,12
spritz,17
spritzed,20
spritzer,19
spritzers,20
spritzes,19
spritzig,20
spritzigs,21
spritzing,21
sprocket,16
sprockets,17
sprod,8
sprods,9
sprog,8
sprogs,9
sprong,9
sprout,8
sprouted,11
sprouting,12
sproutings,13
sprouts,9
spruce,10
spruced,12
sprucely,15
spruceness,14
sprucer,11
spruces,11
sprucest,12
sprucing,13
sprue,7
sprues,8
sprug,8
sprugs,9
spruik,12
spruiked,15
spruiker,14
spruikers,15
spruiking,16
spruiks,13
spruit,8
sprung,9
spry,9
spryer,11
spryest,12
spryly,14
spryness,13
spud,7
spudded,12
spudding,13
spuddy,13
spuds,8
spue,6
spued,8
spues,7
spuilzie,19
spuilzied,21
spuilzies,20
spuing,9
spulebane,13
spulebanes,14
spulyie,12
spulyied,14
spulyieing,16
spulyies,13
spumante,12
spume,9
spumed,11
spumes,10
spumescent,16
spumier,11
spumiest,12
spuming,12
spumoni,11
spumous,11
spumy,12
spun,6
spunge,9
spunk,11
spunked,14
spunkie,13
spunkier,14
spunkies,14
spunkiest,15
spunkiness,16
spunking,15
spunks,12
spunky,15
spur,6
spurge,9
spurges,10
spuriae,9
spuriosity,15
spurious,10
spuriously,15
spurless,10
spurling,11
spurlings,12
spurn,7
spurned,10
spurner,9
spurners,10
spurning,11
spurnings,12
spurns,8
spurred,10
spurrer,9
spurrers,10
spurrey,12
spurreys,13
spurrier,10
spurriers,11
spurries,10
spurring,11
spurrings,12
spurry,11
spurs,7
spurt,7
spurted,10
spurting,11
spurtle,9
spurtles,10
spurts,8
sputa,7
sputnik,13
sputniks,14
sputter,9
sputtered,12
sputterer,11
sputterers,12
sputtering,13
sputters,10
sputtery,13
sputum,10
spy,8
spyglass,14
spyglasses,16
spying,12
spyings,13
spymaster,16
spymasters,17
spyplane,15
spyplanes,16
squab,16
squabash,22
squabashed,25
squabasher,24
squabashes,24
squabbed,22
squabbier,22
squabbiest,23
squabbing,23
squabbish,25
squabble,21
squabbled,23
squabbler,22
squabblers,23
squabbles,22
squabbling,24
squabby,23
squabs,17
squacco,20
squaccos,21
squad,15
squaddie,19
squaddies,20
squaddy,21
squadron,18
squadrone,19
squadroned,21
squadrons,19
squads,16
squail,15
squailed,18
squailer,17
squailers,18
squailing,19
squailings,20
squails,16
squalene,17
squalid,17
squalider,19
squalidest,20
squalidity,23
squalidly,22
squall,15
squalled,18
squaller,17
squallers,18
squallier,18
squalliest,19
squalling,19
squallings,20
squalls,16
squally,19
squaloid,18
squalor,16
squama,17
squamae,18
squamate,19
squamation,21
squame,17
squamella,20
squamellas,21
squames,18
squamiform,26
squamosal,20
squamosals,21
squamose,19
squamosity,24
squamous,19
squamula,19
squamulas,20
squamule,19
squamules,20
squamulose,21
squander,18
squandered,21
squanderer,20
squanders,19
square,15
squared,17
squarely,20
squareness,19
squarer,16
squarers,17
squares,16
squarest,17
squarewise,22
squarial,17
squarials,18
squaring,18
squarings,19
squarish,20
squarrose,18
squarson,17
squarsons,18
squash,18
squashed,21
squasher,20
squashers,21
squashes,20
squashier,21
squashiest,22
squashily,24
squashing,22
squashy,22
squat,14
squatness,18
squats,15
squatted,18
squatter,17
squatters,18
squattest,18
squattier,18
squattiest,19
squatting,19
squatty,19
squaw,17
squawk,22
squawked,25
squawker,24
squawkers,25
squawking,26
squawkings,27
squawks,23
squawky,26
squawman,22
squawmen,22
squaws,18
squeak,19
squeaked,22
squeaker,21
squeakers,22
squeakery,25
squeakier,22
squeakiest,23
squeakily,25
squeaking,23
squeakings,24
squeaks,20
squeaky,23
squeal,15
squealed,18
squealer,17
squealers,18
squealing,19
squealings,20
squeals,16
squeamish,23
squeegee,18
squeegeed,20
squeegees,19
squeezable,30
squeeze,25
squeezed,27
squeezer,26
squeezers,27
squeezes,26
squeezing,28
squeezings,29
squeezy,28
squeg,15
squegged,20
squegger,19
squeggers,20
squegging,21
squegs,16
squelch,21
squelched,24
squelcher,23
squelchers,24
squelches,23
squelchier,24
squelching,25
squelchy,25
squeteague,20
squib,16
squibbed,22
squibbing,23
squibbings,24
squibs,17
squid,15
squidded,20
squidding,21
squidge,18
squidged,20
squidges,19
squidging,21
squidgy,21
squids,16
squiffer,23
squiffers,24
squiffier,24
squiffiest,25
squiffy,25
squiggle,19
squiggled,21
squiggles,20
squigglier,21
squiggling,22
squiggly,22
squilgee,18
squilgeed,20
squilgees,19
squill,15
squilla,16
squills,16
squinancy,23
squinch,21
squinches,23
squinny,19
squint,15
squinted,18
squinter,17
squinters,18
squintest,18
squinting,19
squintings,20
squints,16
squirage,18
squiralty,21
squirarchy,27
squire,15
squirearch,24
squired,17
squiredom,21
squiredoms,22
squireen,17
squireens,18
squirehood,23
squireling,20
squirely,20
squires,16
squireship,24
squiress,17
squiresses,19
squiring,18
squirm,17
squirmed,20
squirming,21
squirms,18
squirmy,21
squirr,15
squirred,18
squirrel,17
squirrelly,22
squirrels,18
squirring,19
squirrs,16
squirt,15
squirted,18
squirter,17
squirters,18
squirting,19
squirtings,20
squirts,16
squish,18
squished,21
squishes,20
squishier,21
squishiest,22
squishing,22
squishy,22
squit,14
squitch,21
squitches,23
squits,15
squitters,18
squiz,23
squizzes,35
sraddha,12
sraddhas,13
st,2
stab,6
stabbed,12
stabber,11
stabbers,12
stabbing,13
stabbingly,18
stabbings,14
stabile,9
stabiles,10
stabilise,11
stabilised,13
stabiliser,12
stabilises,12
stability,14
stabilize,20
stabilized,22
stabilizer,21
stabilizes,21
stable,8
stabled,10
stablemate,14
stableness,12
stabler,9
stablers,10
stables,9
stablest,10
stabling,11
stablings,12
stablish,13
stablished,16
stablishes,15
stably,11
stabs,7
staccato,12
staccatos,13
stachys,15
stack,11
stacked,14
stacker,13
stacking,15
stackings,16
stacks,12
stackyard,19
stackyards,20
stacte,8
stactes,9
stadda,8
staddas,9
staddle,9
staddles,10
stade,6
stades,7
stadholder,15
stadia,7
stadias,8
stadium,10
stadiums,11
staff,11
staffage,15
staffed,14
staffer,13
staffers,14
staffing,15
staffroom,17
staffrooms,18
staffs,12
stag,5
stage,6
stagecoach,18
stagecraft,16
staged,8
stager,7
stagers,8
stagery,11
stages,7
stagey,10
staggard,11
staggards,12
stagged,10
stagger,9
staggered,12
staggerer,11
staggerers,12
staggering,13
staggers,10
stagging,11
staghorn,12
staghorns,13
staghound,14
staghounds,15
stagier,8
stagiest,9
stagily,11
staginess,10
staging,9
stagings,10
stagnancy,15
stagnant,9
stagnantly,14
stagnate,9
stagnated,11
stagnates,10
stagnating,12
stagnation,11
stags,6
stagy,9
staid,6
staider,8
staidest,9
staidly,11
staidness,10
staig,6
staigs,7
stain,5
stained,8
stainer,7
stainers,8
staining,9
stainings,10
stainless,9
stains,6
stair,5
staircase,11
staircases,12
staired,8
stairfoot,12
stairfoots,13
stairhead,13
stairheads,14
stairlift,12
stairlifts,13
stairs,6
stairway,14
stairways,15
stairwise,12
staith,9
staithe,10
staithes,11
staiths,10
stake,9
staked,11
stakes,10
staking,12
stalactic,13
stalactite,12
stalag,7
stalagma,11
stalagmas,12
stalagmite,13
stalags,8
stale,5
staled,7
stalely,10
stalemate,11
stalemated,13
stalemates,12
staleness,9
staler,6
stales,6
stalest,7
staling,8
stalk,9
stalked,12
stalker,11
stalkers,12
stalkier,12
stalkiest,13
stalking,13
stalkings,14
stalkless,13
stalko,10
stalkoes,12
stalks,10
stalky,13
stall,5
stallage,9
stalled,8
stallenger,11
stalling,9
stallings,10
stallion,8
stallions,9
stallman,10
stallmen,10
stalls,6
stalwart,11
stalwartly,16
stalwarts,12
stalworth,15
stalworths,16
stamen,8
stamened,11
stamens,9
stamina,9
staminal,10
staminate,11
stamineal,11
stamineous,12
staminode,12
staminodes,13
staminody,15
stammel,11
stammels,12
stammer,11
stammered,14
stammerer,13
stammerers,14
stammering,15
stammers,12
stamnoi,9
stamnos,9
stamp,9
stamped,12
stampede,13
stampeded,15
stampedes,14
stampeding,16
stamper,11
stampers,12
stamping,13
stampings,14
stamps,10
stance,8
stances,9
stanch,11
stanchable,17
stanched,14
stanchel,13
stanchels,14
stancher,13
stanchered,16
stanchers,14
stanches,13
stanching,15
stanchings,16
stanchion,14
stanchions,15
stanchless,15
stand,6
standard,10
standards,11
standee,8
standees,9
stander,8
standers,9
standfast,13
standgale,11
standgales,12
standing,10
standings,11
standish,12
standishes,14
standpoint,13
stands,7
standstill,11
stane,5
staned,7
stanes,6
stang,6
stanged,9
stanging,10
stangs,7
stanhope,13
stanhopes,14
staniel,7
staniels,8
staning,8
stank,9
stanks,10
stannaries,10
stannary,11
stannate,8
stannates,9
stannator,9
stannators,10
stannel,7
stannels,8
stannic,9
stannite,8
stannites,9
stannotype,15
stannous,8
stanza,15
stanzaic,19
stanzas,16
stanze,15
stanzes,16
stap,6
stapedes,11
stapedial,12
stapedius,12
stapelia,10
stapelias,11
stapes,8
stapeses,10
staph,10
staphyle,16
staphyles,17
staphyline,18
staphyloma,20
staple,8
stapled,10
stapler,9
staplers,10
staples,9
stapling,11
stapped,12
stapping,13
staps,7
star,4
starboard,12
starboards,13
starch,11
starched,14
starchedly,19
starcher,13
starchers,14
starches,13
starchier,14
starchiest,15
starchily,17
starching,15
starchy,15
stardom,10
stare,5
stared,7
starer,6
starers,7
stares,6
starets,7
staretses,9
starfish,14
starfishes,16
starfruit,12
staring,8
staringly,13
starings,9
stark,9
starked,12
starken,11
starkened,14
starkening,15
starkens,12
starker,11
starkers,12
starkest,12
starking,13
starkly,14
starkness,13
starks,10
starless,8
starlet,7
starlets,8
starlight,13
starlike,12
starling,9
starlings,10
starlit,7
starmonger,13
starn,5
starned,8
starnie,7
starnies,8
starning,9
starns,6
starosta,8
starostas,9
starosties,10
starosty,11
starr,5
starred,8
starrier,8
starriest,9
starrily,11
starriness,10
starring,9
starrings,10
starrs,6
starry,9
stars,5
starshine,12
starship,13
starships,14
start,5
started,8
starter,7
starters,8
startful,11
starting,9
startingly,14
startings,10
startish,11
startle,7
startled,9
startler,8
startlers,9
startles,8
startling,10
startlish,12
startly,10
starts,6
starvation,13
starve,9
starved,11
starveling,14
starves,10
starving,12
starvings,13
starwort,11
starworts,12
stases,6
stash,8
stashed,11
stashes,10
stashie,10
stashing,12
stasidion,10
stasidions,11
stasima,9
stasimon,10
stasis,6
statable,10
statal,6
statant,7
state,5
statecraft,15
stated,7
statedly,12
statehood,13
stateless,9
statelier,9
stateliest,10
statelily,12
stately,10
statement,11
statements,12
stater,6
stateroom,11
staterooms,12
states,6
stateside,10
statesman,11
statesmen,11
statewide,13
static,8
statical,10
statically,15
statice,9
statics,9
stating,8
station,7
stational,9
stationary,13
stationed,10
stationer,9
stationers,10
stationery,13
stationing,11
stations,8
statism,9
statist,7
statistic,11
statistics,12
statists,8
stative,10
statocyst,14
statocysts,15
statolith,12
statoliths,13
stator,6
stators,7
statoscope,14
statua,6
statuaries,10
statuary,11
statue,6
statued,8
statues,7
statuesque,19
statuette,9
statuettes,10
stature,7
statured,9
statures,8
status,6
statuses,8
statutable,12
statutably,15
statute,7
statutes,8
statutory,12
staunch,12
staunched,15
stauncher,14
staunches,14
staunchest,15
staunching,16
staunchly,17
staurolite,10
stave,8
staved,10
staves,9
stavesacre,15
staving,11
staw,7
stawed,10
stawing,11
staws,8
stay,7
stayed,10
stayer,9
stayers,10
staying,11
stayings,12
stayless,11
stays,8
staysail,11
staysails,12
stead,6
steaded,9
steadfast,13
steadicam,14
steadicams,15
steadied,10
steadier,9
steadies,9
steadiest,10
steadily,12
steadiness,11
steading,10
steadings,11
steads,7
steady,10
steadying,14
steak,9
steakhouse,17
steaks,10
steal,5
steale,6
stealed,8
stealer,7
stealers,8
steales,7
stealing,9
stealingly,14
stealings,10
steals,6
stealth,10
stealthier,13
stealthily,16
stealthy,14
steam,7
steamboat,13
steamboats,14
steamed,10
steamer,9
steamers,10
steamie,9
steamier,10
steamies,10
steamiest,11
steamily,13
steaminess,12
steaming,11
steamings,12
steams,8
steamship,16
steamships,17
steamtight,16
steamy,11
stean,5
steane,6
steaned,8
steanes,7
steaning,9
steanings,10
steans,6
steapsin,10
stear,5
stearage,9
stearate,8
stearates,9
steard,7
stearic,9
stearin,7
stearine,8
stearing,9
stears,6
stearsman,11
stearsmen,11
steatite,8
steatites,9
steatitic,11
steatocele,12
steatoma,10
steatomas,11
steatosis,9
sted,5
stedd,7
stedde,8
steddes,9
stedds,8
steddy,11
stede,6
stedes,7
stedfast,12
stedfasts,13
steds,6
steed,6
steeds,7
steedy,10
steek,9
steeked,12
steeking,13
steekit,11
steeks,10
steel,5
steelbow,13
steelbows,14
steeled,8
steelhead,13
steelheads,14
steelier,8
steeliest,9
steeliness,10
steeling,9
steelings,10
steels,6
steelwork,16
steelworks,17
steely,9
steelyard,13
steelyards,14
steem,7
steen,5
steenbok,14
steenboks,15
steenbras,11
steened,8
steening,9
steenings,10
steenkirk,17
steenkirks,18
steens,6
steep,7
steeped,10
steepen,9
steepened,12
steepening,13
steepens,10
steeper,9
steepers,10
steepest,10
steepiness,12
steeping,11
steepish,13
steeple,9
steepled,11
steeples,10
steeply,12
